species_id,n_p_genes,n_m_genes,total_pairs,n_same_contig,pct_same_contig,median_dist,min_dist,mean_dist
s__Palsa-504_sp003140115--GB_GCA_003140115.1,2,2,4,0,0.0,,,
s__Palsa-506_sp003168215--GB_GCA_003168215.1,3,2,6,0,0.0,,,
s__Palsa-513_sp003133565--GB_GCA_003133565.1,3,2,6,0,0.0,,,
s__Palsa-601_sp003136185--GB_GCA_003136185.1,4,1,4,0,0.0,,,
s__Palsa-661_sp003151475--GB_GCA_003151475.1,6,1,6,0,0.0,,,
s__Palsa-739_sp003152275--GB_GCA_003152275.1,1,1,1,0,0.0,,,
s__Palsa-851_sp003132805--GB_GCA_003132805.1,1,3,3,0,0.0,,,
s__Palsa-851_sp003153505--GB_GCA_003153505.1,3,3,9,0,0.0,,,
s__Palsa-870_sp003169845--GB_GCA_003169845.1,2,1,2,0,0.0,,,
s__Palsa-872_sp003139695--GB_GCA_003139695.1,2,1,2,0,0.0,,,
s__Palsa-875_sp003244045--GB_GCA_003244045.1,1,1,1,0,0.0,,,
s__Palsa-883_sp003151425--GB_GCA_003151425.1,9,1,9,0,0.0,,,
s__Palsa-892_sp003135415--GB_GCA_003135415.1,5,2,10,0,0.0,,,
s__Palsa-89_sp003166865--GB_GCA_003166865.1,2,1,2,0,0.0,,,
s__Palsa-89_sp003166875--GB_GCA_003166875.1,2,1,2,0,0.0,,,
s__Paludibacter_sp024710005--GB_GCA_024710005.1,1,4,4,0,0.0,,,
s__Panacagrimonas_perspica--RS_GCF_004364935.1,4,2,8,3,37.5,439.0,438.0,439.0
s__Pandoraea_cepalis--RS_GCF_902459665.1,14,4,56,11,19.6,127.0,68.0,107.6
s__Pandoraea_communis--RS_GCF_902459745.1,7,3,21,4,19.0,759.5,758.0,759.5
s__Pandoraea_iniqua--RS_GCF_902459685.1,7,3,21,4,19.0,86.5,85.0,86.5
s__Pandoraea_thiooxydans--RS_GCF_001931675.1,7,2,14,14,100.0,669.0,56.0,635.6
s__Pannonibacter_phragmitetus--RS_GCF_000382365.1,14,2,28,5,17.9,10.0,8.0,84.2
s__Pantoea_sp003236715--RS_GCF_003236715.1,11,3,33,0,0.0,,,
s__Pantoea_sp021272205--RS_GCF_021272205.1,12,3,36,5,13.9,136.0,84.0,126.0
s__Parabacteroides_sp944325345--GB_GCA_944325345.1,4,3,12,0,0.0,,,
s__Paraburkholderia_aspalathi--RS_GCF_900116445.1,8,2,16,0,0.0,,,
s__Paraburkholderia_bryophila--RS_GCF_003269035.1,7,1,7,0,0.0,,,
s__Paraburkholderia_caffeinilytica--RS_GCF_003368325.1,8,2,16,8,50.0,1256.0,707.0,1317.9
s__Paraburkholderia_caffeinitolerans--RS_GCF_902859945.1,7,2,14,0,0.0,,,
s__Paraburkholderia_caledonica--RS_GCF_000685095.1,4,2,8,0,0.0,,,
s__Paraburkholderia_caribensis--RS_GCF_002902945.1,8,3,24,12,50.0,419.5,199.0,579.8
s__Paraburkholderia_domus--RS_GCF_905220705.1,9,2,18,4,22.2,643.5,642.0,643.5
s__Paraburkholderia_fynbosensis--RS_GCF_902859935.1,7,3,21,0,0.0,,,
s__Paraburkholderia_gardini--RS_GCF_907164575.1,4,2,8,0,0.0,,,
s__Paraburkholderia_ginsengiterrae--RS_GCF_001645125.1,9,2,18,0,0.0,,,
s__Paraburkholderia_graminis--RS_GCF_000172415.1,4,2,8,0,0.0,,,
s__Paraburkholderia_kirstenboschensis--RS_GCF_904848585.1,8,2,16,0,0.0,,,
s__Paraburkholderia_mimosarum--RS_GCF_000739815.1,9,3,27,0,0.0,,,
s__Paraburkholderia_oxyphila--RS_GCF_000685075.1,9,3,27,0,0.0,,,
s__Paraburkholderia_phymatum--RS_GCF_000020045.1,8,3,24,8,33.3,559.5,360.0,746.9
s__Paraburkholderia_phytofirmans--RS_GCF_000020125.1,10,3,30,16,53.3,1310.0,1.0,1281.5
s__Paraburkholderia_sabiae--RS_GCF_904848645.1,9,2,18,0,0.0,,,
s__Paraburkholderia_sacchari--RS_GCF_000785435.2,5,3,15,1,6.7,274.0,274.0,274.0
s__Paraburkholderia_saeva--RS_GCF_907164555.1,6,2,12,0,0.0,,,
s__Paraburkholderia_sp000745015--RS_GCF_013409255.1,12,1,12,8,66.7,2300.5,1056.0,2300.5
s__Paraburkholderia_sp013426895--RS_GCF_013426895.1,8,4,32,12,37.5,527.5,213.0,610.7
s__Paraburkholderia_terrae--RS_GCF_002902925.1,9,4,36,19,52.8,564.0,156.0,728.7
s__Paraburkholderia_terricola--RS_GCF_900142195.1,8,3,24,0,0.0,,,
s__Paraburkholderia_unamae--RS_GCF_003268775.1,8,3,24,0,0.0,,,
s__Paracholeplasma_sp002441525--GB_GCA_002441525.1,3,2,6,0,0.0,,,
s__Paracnuella_aquatica--RS_GCF_003332885.2,1,4,4,0,0.0,,,
s__Paracoccus_acridae--RS_GCF_014642735.1,3,2,6,0,0.0,,,
s__Paracoccus_aminovorans--RS_GCF_900005615.1,5,2,10,8,80.0,514.5,108.0,470.0
s__Paracoccus_aminovorans_B--RS_GCF_001546115.1,4,3,12,4,33.3,1674.5,134.0,1289.8
s__Paracoccus_halophilus--RS_GCF_000763905.1,10,1,10,0,0.0,,,
s__Paracoccus_litorisediminis--RS_GCF_009711205.1,7,3,21,0,0.0,,,
s__Paracoccus_sediminilitoris--RS_GCF_003259195.1,5,1,5,0,0.0,,,
s__Paracoccus_sediminis--RS_GCF_900188295.1,3,3,9,0,0.0,,,
s__Paracoccus_sp014164625--RS_GCF_016617715.1,4,3,12,12,100.0,640.5,23.0,719.0
s__Paracoccus_thiocyanatus--RS_GCF_900156255.1,8,3,24,0,0.0,,,
s__Paracoccus_versutus--RS_GCF_000763885.1,9,2,18,0,0.0,,,
s__Paracraurococcus_ruber--RS_GCF_004353985.1,8,2,16,0,0.0,,,
s__Paradevosia_shaoguanensis--RS_GCF_016801025.1,12,3,36,36,100.0,1121.5,55.0,1266.4
s__Parafilimonas_sp013285855--GB_GCA_013285855.1,1,2,2,0,0.0,,,
s__Parageobacillus_thermoglucosidasius--RS_GCF_001295365.1,5,4,20,20,100.0,582.0,483.0,815.8
s__Paraliobacillus_A_quinghaiensis--RS_GCF_003426025.1,6,3,18,0,0.0,,,
s__Parapedobacter_sp024704835--RS_GCF_024704835.1,5,2,10,3,30.0,28.0,27.0,28.0
s__Pararcticibacter_tournemirensis--RS_GCF_006716645.1,6,5,30,30,100.0,2316.5,34.0,1680.4
s__Pararheinheimera_mesophila--RS_GCF_000986865.1,4,2,8,0,0.0,,,
s__Pararhizobium_giardinii--RS_GCF_000379605.1,7,6,42,3,7.1,160.0,159.0,160.0
s__Pararhizobium_oryzae--RS_GCF_900109605.1,8,2,16,1,6.2,55.0,55.0,55.0
s__Pararhizobium_rhizosphaerae--RS_GCF_001938945.1,7,2,14,0,0.0,,,
s__Pararhizobium_sp001424045--RS_GCF_001424045.1,7,1,7,0,0.0,,,
s__Pararhizobium_sp001424065--RS_GCF_001424065.1,7,1,7,0,0.0,,,
s__Pararhizobium_sp001424985--RS_GCF_001424985.1,8,3,24,3,12.5,457.0,456.0,457.0
s__Pararhizobium_sp001425605--RS_GCF_001425605.1,7,3,21,0,0.0,,,
s__Pararhizobium_sp001426665--RS_GCF_001426665.1,8,4,32,6,18.8,312.0,163.0,312.0
s__Pararhizobium_sp900471525--GB_GCA_900471525.1,8,7,56,0,0.0,,,
s__Pararhizobium_sp900473795--GB_GCA_900473795.1,8,3,24,0,0.0,,,
s__Pararhizobium_sp900474095--GB_GCA_900474095.1,7,4,28,0,0.0,,,
s__Pararhodobacter_sp007120685--GB_GCA_007120685.1,1,2,2,0,0.0,,,
s__Pararhodobacter_sp007131945--GB_GCA_007131945.1,5,3,15,0,0.0,,,
s__Pararhodobacter_sp007134405--GB_GCA_007134405.1,4,2,8,0,0.0,,,
s__Pararhodobacter_sp020637515--GB_GCA_020637515.1,7,2,14,7,50.0,612.0,609.0,1281.4
s__Pararhodobacter_sp020637595--GB_GCA_020637595.1,4,3,12,4,33.3,171.5,170.0,171.5
s__Parasphingorhabdus_sp002776575--RS_GCF_002776575.1,5,2,10,5,50.0,1077.0,889.0,1039.8
s__Paremcibacter_congregatus--RS_GCF_006385135.1,6,2,12,12,100.0,1525.5,194.0,1442.5
s__Pareuzebyella_sediminis--RS_GCF_008367235.1,1,4,4,0,0.0,,,
s__Parvibaculum_sp019635935--GB_GCA_019635935.1,3,2,6,6,100.0,1963.0,1707.0,1963.0
s__Pediococcus_argentinicus--RS_GCF_001437605.1,4,1,4,0,0.0,,,
s__Pedobacter_alluvionis--RS_GCF_003664035.1,1,1,1,0,0.0,,,
s__Pedobacter_antarcticus--RS_GCF_900112985.1,2,4,8,0,0.0,,,
s__Pedobacter_chitinilyticus--RS_GCF_003313385.1,1,2,2,0,0.0,,,
s__Pedobacter_hiemivivus--RS_GCF_004331685.1,4,1,4,0,0.0,,,
s__Pedobacter_quisquiliarum--RS_GCF_014642175.1,2,2,4,0,0.0,,,
s__Pedobacter_sp920984665--RS_GCF_920984665.1,1,3,3,0,0.0,,,
s__Pedobacter_suwonensis--RS_GCF_900111825.1,1,2,2,0,0.0,,,
s__Pedobacter_xixiisoli--RS_GCF_900215335.1,1,2,2,1,50.0,788.0,788.0,788.0
s__Pedococcus_sp001426245--RS_GCF_001426245.1,4,4,16,4,25.0,36.5,35.0,36.5
s__Pedococcus_sp001429605--RS_GCF_001429605.1,4,3,12,0,0.0,,,
s__Pelomonas_sp001425165--RS_GCF_001425165.1,6,6,36,0,0.0,,,
s__Pelomonas_sp003963075--GB_GCA_003963075.1,12,6,72,0,0.0,,,
s__Pelosinus_fermentans_A--RS_GCF_000271665.2,7,4,28,28,100.0,1668.0,10.0,2007.4
s__Pelovirga_sp007125165--GB_GCA_007125165.1,3,3,9,0,0.0,,,
s__Peptoclostridium_litorale--RS_GCF_900141635.1,10,2,20,3,15.0,66.0,65.0,67.7
s__Peptostreptococcus_russellii--RS_GCF_003012055.1,3,1,3,0,0.0,,,
s__Peribacillus_asahii_A--RS_GCF_004006295.1,11,4,44,44,100.0,1325.5,19.0,1314.3
s__Peribacillus_butanolivorans--RS_GCF_001273755.1,10,3,30,24,80.0,1555.5,380.0,1552.8
s__Peribacillus_huizhouensis--RS_GCF_014138605.1,4,2,8,0,0.0,,,
s__Peribacillus_simplex_A--RS_GCF_001578185.1,5,3,15,15,100.0,2031.0,633.0,1932.9
s__Peribacillus_simplex_B--RS_GCF_001542915.1,4,3,12,0,0.0,,,
s__Perlabentimonas_sp002410065--GB_GCA_002410065.1,1,2,2,0,0.0,,,
s__Petrimonas_mucosa--RS_GCF_900095795.1,5,4,20,20,100.0,867.0,70.0,1101.6
s__Phaeodactylibacter_sp022763345--GB_GCA_022763345.1,4,3,12,0,0.0,,,
s__Phenylobacterium_sp001425305--RS_GCF_001425305.1,6,4,24,9,37.5,363.0,159.0,624.2
s__Phenylobacterium_sp019510435--GB_GCA_019510435.1,6,4,24,2,8.3,17.0,16.0,17.0
s__Photobacterium_lutimaris--RS_GCF_003025555.1,7,1,7,0,0.0,,,
s__Photobacterium_marinum--RS_GCF_000331515.1,6,1,6,0,0.0,,,
s__Photobacterium_profundum--RS_GCF_003026285.1,18,1,18,0,0.0,,,
s__Photorhabdus_australis--RS_GCF_000711895.1,6,2,12,0,0.0,,,
s__Photorhabdus_sp003545805--RS_GCF_003545805.1,6,2,12,0,0.0,,,
s__Phototrophicus_sp020634165--GB_GCA_020634165.1,6,2,12,6,50.0,244.5,14.0,303.7
s__Phycicoccus_endophyticus--RS_GCF_011326735.1,5,2,10,4,40.0,201.5,200.0,201.5
s__Phycicoccus_jejuensis--RS_GCF_000720925.1,4,3,12,0,0.0,,,
s__Phyllobacterium_myrsinacearum--RS_GCF_002980555.1,8,4,32,3,9.4,449.0,448.0,449.0
s__Phyllobacterium_pellucidum--RS_GCF_013327855.1,8,2,16,8,50.0,106.0,11.0,106.0
s__Phyllobacterium_sophorae--RS_GCF_003010965.1,8,5,40,7,17.5,205.0,25.0,129.1
s__Phyllobacterium_zundukense--RS_GCF_002764115.1,9,6,54,27,50.0,1215.0,217.0,1323.3
s__Phytoactinopolyspora_halophila--RS_GCF_003287285.1,6,1,6,0,0.0,,,
s__Phytobacter_ursingii--GB_GCA_901456055.1,9,2,18,5,27.8,223.0,126.0,204.0
s__Pigmentiphaga_sp002188635--RS_GCF_002188635.1,7,2,14,0,0.0,,,
s__Pinirhizobacter_soli--RS_GCF_015905305.1,5,2,10,4,40.0,315.5,314.0,315.5
s__Planifilum_fulgidum--RS_GCF_900113175.1,4,1,4,0,0.0,,,
s__Planococcus_halocryophilus--RS_GCF_001687585.2,3,2,6,6,100.0,1066.5,949.0,1595.8
s__Planococcus_halotolerans--RS_GCF_003289955.1,6,3,18,2,11.1,329.5,329.0,329.5
s__Planococcus_okeanokoites--RS_GCF_003428875.1,6,3,18,2,11.1,308.5,308.0,308.5
s__Planococcus_salinarum--RS_GCF_007004625.1,5,2,10,0,0.0,,,
s__Planococcus_soli--RS_GCF_016881065.1,12,5,60,4,6.7,97.5,96.0,97.5
s__Planococcus_sp021513255--RS_GCF_021513255.1,7,2,14,14,100.0,1600.5,2.0,1608.9
s__Planomonospora_parontospora--GB_GCA_014647935.1,4,3,12,0,0.0,,,
s__Planosporangium_flavigriseum--RS_GCF_011947225.1,4,3,12,0,0.0,,,
s__Planosporangium_mesophilum--RS_GCF_016863255.1,4,4,16,0,0.0,,,
s__Plantibacter_flavus_A--RS_GCF_002024505.1,11,3,33,33,100.0,1461.0,120.0,1315.3
s__Plantibacter_sp001423185--RS_GCF_001423185.1,10,3,30,14,46.7,389.5,120.0,871.6
s__Pleomorphomonas_carboxyditropha--RS_GCF_002770725.1,17,2,34,0,0.0,,,
s__Pleomorphomonas_diazotrophica--RS_GCF_002844595.1,4,2,8,0,0.0,,,
s__Pokkaliibacter_plantistimulans--RS_GCF_003194385.1,7,2,14,3,21.4,23.0,22.0,23.0
s__Polaribacter_sejongensis--RS_GCF_002814075.1,3,1,3,3,100.0,508.0,507.0,808.0
s__Polaribacter_sp016858305--RS_GCF_016858305.2,1,3,3,3,100.0,462.0,42.0,752.7
s__Polaromonas_sp002381615--GB_GCA_002381615.1,5,2,10,0,0.0,,,
s__Pontibacter_akesuensis--RS_GCF_001611675.1,3,2,6,6,100.0,755.5,455.0,755.5
s__Pontibacter_deserti--RS_GCF_023630255.1,5,2,10,0,0.0,,,
s__Pontibacter_lucknowensis--RS_GCF_900156415.1,3,2,6,3,50.0,420.0,419.0,420.0
s__Pontiella_sp016937945--GB_GCA_016937945.1,3,1,3,0,0.0,,,
s__Prauserella_A_marina--RS_GCF_002240355.1,4,3,12,12,100.0,4429.5,3447.0,4381.8
s__Prauserella_rugosa--RS_GCF_000719975.1,5,1,5,0,0.0,,,
s__Prevotella_sp945637645--GB_GCA_945637645.1,1,1,1,0,0.0,,,
s__Prevotella_sp945869265--GB_GCA_945869265.1,1,1,1,0,0.0,,,
s__Pristimantibacillus_castaneae--RS_GCF_002884445.1,9,5,45,45,100.0,1608.0,98.0,1833.9
s__Pristimantibacillus_sp001682865--RS_GCF_001682865.1,9,3,27,4,14.8,463.5,426.0,454.5
s__Pristimantibacillus_sp002741035--RS_GCF_002741035.1,8,3,24,24,100.0,2534.5,910.0,2560.2
s__Promineofilum_sp020634335--GB_GCA_020634335.1,4,1,4,0,0.0,,,
s__Prosthecochloris_ethylica--RS_GCF_003344365.2,8,2,16,4,25.0,798.5,71.0,617.0
s__Proteiniphilum_sp002398565--GB_GCA_002398565.1,5,5,25,0,0.0,,,
s__Proteiniphilum_sp002408485--GB_GCA_002408485.1,5,3,15,0,0.0,,,
s__Proteiniphilum_sp002410345--RS_GCF_022267555.1,5,4,20,20,100.0,1101.5,41.0,1248.4
s__Protistobacter_heckmanni--GB_GCA_025050535.1,5,3,15,0,0.0,,,
s__Pseudacidobacterium_ailaaui--RS_GCF_000688455.1,5,2,10,10,100.0,1139.5,86.0,1236.6
s__Pseudacidovorax_intermedius_A--RS_GCF_001476815.1,5,3,15,0,0.0,,,
s__Pseudacidovorax_sp900156165--RS_GCF_900156165.1,5,3,15,0,0.0,,,
s__Pseudidiomarina_homiensis--RS_GCF_003987225.1,4,2,8,2,25.0,1027.0,756.0,1027.0
s__Pseudidiomarina_maritima_A--RS_GCF_024584785.1,5,3,15,15,100.0,911.0,71.0,721.7
s__Pseudoalteromonas_sp002591815--RS_GCF_016695175.1,6,2,12,2,16.7,565.5,542.0,565.5
s__Pseudoalteromonas_sp002964705--RS_GCF_002964705.1,6,1,6,1,16.7,9.0,9.0,9.0
s__Pseudoalteromonas_sp002964765--RS_GCF_002964765.1,6,1,6,1,16.7,7.0,7.0,7.0
s__Pseudobacillus_wudalianchiensis--RS_GCF_001685015.1,6,2,12,3,25.0,361.0,360.0,361.0
s__Pseudobacter_ginsenosidimutans--RS_GCF_007970185.1,2,3,6,6,100.0,1147.0,256.0,1477.5
s__Pseudochrobactrum_sp021733665--GB_GCA_021733665.1,9,4,36,24,66.7,434.5,83.0,453.2
s__Pseudochrobactrum_sp900470285--GB_GCA_900470285.1,8,3,24,0,0.0,,,
s__Pseudoclavibacter_A_caeni--RS_GCF_008831125.1,5,3,15,0,0.0,,,
s__Pseudoclavibacter_endophyticus--RS_GCF_008831085.1,8,1,8,4,50.0,436.5,435.0,436.5
s__Pseudoclavibacter_terrae--RS_GCF_008831075.1,7,2,14,0,0.0,,,
s__Pseudocolwellia_agarivorans--RS_GCF_002000085.1,7,1,7,0,0.0,,,
s__Pseudoduganella_albidiflava--RS_GCF_004322755.1,12,5,60,60,100.0,2031.0,205.0,1828.4
s__Pseudoduganella_dura--RS_GCF_009727155.1,9,5,45,45,100.0,2699.0,172.0,1953.4
s__Pseudoduganella_flava--RS_GCF_007830495.1,5,4,20,4,20.0,139.5,138.0,139.5
s__Pseudoduganella_haloabia--GB_GCA_008011715.1,7,6,42,0,0.0,,,
s__Pseudoduganella_plicata--RS_GCF_004421005.1,5,4,20,20,100.0,2681.5,703.0,2367.6
s__Pseudoduganella_sp001191005--RS_GCF_001191005.1,9,4,36,36,100.0,1881.5,32.0,1772.6
s__Pseudoduganella_sp001425005--RS_GCF_001425005.1,5,4,20,0,0.0,,,
s__Pseudoduganella_umbonata--RS_GCF_014192225.1,9,6,54,0,0.0,,,
s__Pseudogemmobacter_sp900105075--RS_GCF_900105075.1,7,1,7,7,100.0,1889.0,128.0,1135.6
s__Pseudohalocynthiibacter_aestuariivivens--RS_GCF_018457175.1,6,1,6,0,0.0,,,
s__Pseudohongiella_sp011050365--GB_GCA_011050365.1,7,2,14,0,0.0,,,
s__Pseudokineococcus_lusitanus--RS_GCF_003751265.1,4,2,8,0,0.0,,,
s__Pseudolabrys_sp001464835--GB_GCA_001464835.1,6,3,18,0,0.0,,,
s__Pseudolabrys_sp003133345--GB_GCA_003133345.1,6,1,6,0,0.0,,,
s__Pseudolysinimonas_sp011620705--GB_GCA_011620705.1,3,5,15,0,0.0,,,
s__Pseudomaricurvus_alcaniphilus--RS_GCF_011440395.1,6,2,12,0,0.0,,,
s__Pseudomonas_B_rhizoryzae--RS_GCF_005250615.1,7,1,7,0,0.0,,,
s__Pseudomonas_B_sp913774235--GB_GCA_913774235.1,7,1,7,0,0.0,,,
s__Pseudomonas_E_alcaliphila_B--RS_GCF_001941865.1,9,3,27,27,100.0,957.0,638.0,1498.3
s__Pseudomonas_E_alkylphenolica--RS_GCF_000746525.1,6,3,18,18,100.0,2643.5,290.0,2209.3
s__Pseudomonas_E_alvandae--RS_GCF_019141525.1,3,4,12,12,100.0,1422.0,784.0,1847.0
s__Pseudomonas_E_anuradhapurensis--RS_GCF_014269225.2,11,4,44,44,100.0,1254.5,43.0,1820.8
s__Pseudomonas_E_argentinensis--RS_GCF_900113905.1,6,2,12,3,25.0,1117.0,1116.0,1117.0
s__Pseudomonas_E_arsenicoxydans--RS_GCF_900103875.1,6,3,18,18,100.0,1926.5,744.0,2357.1
s__Pseudomonas_E_asplenii--RS_GCF_900105475.1,6,2,12,12,100.0,1363.5,749.0,1849.5
s__Pseudomonas_E_atacamensis--RS_GCF_004801935.1,10,2,20,0,0.0,,,
s__Pseudomonas_E_aylmerensis--RS_GCF_001702265.1,10,3,30,0,0.0,,,
s__Pseudomonas_E_azadiae--RS_GCF_019145355.1,7,2,14,4,28.6,1729.0,1369.0,1729.0
s__Pseudomonas_E_azerbaijanoccidens--RS_GCF_019145495.1,7,3,21,3,14.3,222.0,221.0,222.0
s__Pseudomonas_E_bananamidigenes--RS_GCF_001679645.1,6,3,18,0,0.0,,,
s__Pseudomonas_E_bharatica--RS_GCF_000319305.2,8,3,24,15,62.5,1622.0,663.0,1586.1
s__Pseudomonas_E_brassicacearum--RS_GCF_008801605.1,4,4,16,0,0.0,,,
s__Pseudomonas_E_brassicacearum_A--RS_GCF_000585995.1,9,3,27,27,100.0,1224.0,108.0,1917.9
s__Pseudomonas_E_capeferrum--RS_GCF_000731675.1,7,3,21,6,28.6,591.5,517.0,591.3
s__Pseudomonas_E_cedrina--RS_GCF_001983175.1,6,2,12,0,0.0,,,
s__Pseudomonas_E_chlororaphis_F--RS_GCF_003850345.1,2,5,10,10,100.0,3225.5,1414.0,3370.9
s__Pseudomonas_E_coleopterorum--RS_GCF_900105555.1,7,1,7,7,100.0,196.0,193.0,786.0
s__Pseudomonas_E_composti--RS_GCF_900115475.1,9,3,27,0,0.0,,,
s__Pseudomonas_E_daroniae--RS_GCF_004327285.1,10,2,20,3,15.0,83.0,82.0,83.0
s__Pseudomonas_E_deceptionensis--RS_GCF_900106095.1,5,2,10,10,100.0,1520.5,481.0,1828.1
s__Pseudomonas_E_donghuensis--RS_GCF_000259195.1,5,2,10,0,0.0,,,
s__Pseudomonas_E_dryadis--RS_GCF_004327355.1,7,1,7,0,0.0,,,
s__Pseudomonas_E_ekonensis--RS_GCF_019145435.1,4,3,12,2,16.7,976.5,975.0,976.5
s__Pseudomonas_E_entomophila_C--RS_GCF_018417595.1,7,4,28,28,100.0,2565.5,239.0,2562.9
s__Pseudomonas_E_farris--RS_GCF_019145235.1,5,3,15,0,0.0,,,
s__Pseudomonas_E_farsensis--RS_GCF_014268805.2,5,2,10,1,10.0,517.0,517.0,517.0
s__Pseudomonas_E_fluorescens_A--RS_GCF_000802965.1,6,3,18,0,0.0,,,
s__Pseudomonas_E_fluorescens_AO--RS_GCF_000817895.1,10,2,20,0,0.0,,,
s__Pseudomonas_E_fluorescens_BT--RS_GCF_012974785.1,5,3,15,15,100.0,1782.0,696.0,2243.5
s__Pseudomonas_E_fluorescens_G--GB_GCA_902825215.1,8,2,16,16,100.0,1224.5,534.0,1500.4
s__Pseudomonas_E_fluorescens_O--RS_GCF_000967965.1,3,2,6,0,0.0,,,
s__Pseudomonas_E_fluorescens_S--RS_GCF_000281895.1,6,3,18,18,100.0,1442.5,1022.0,1917.8
s__Pseudomonas_E_fluorescens_W--RS_GCF_000968015.1,3,6,18,0,0.0,,,
s__Pseudomonas_E_fluvialis--RS_GCF_002234375.1,3,2,6,0,0.0,,,
s__Pseudomonas_E_foliumensis--RS_GCF_014357575.1,9,1,9,0,0.0,,,
s__Pseudomonas_E_frederiksbergensis_F--RS_GCF_003732705.1,5,3,15,0,0.0,,,
s__Pseudomonas_E_fulva_A--RS_GCF_013408425.1,7,2,14,14,100.0,1114.0,541.0,1451.5
s__Pseudomonas_E_fulva_B--RS_GCF_000213805.1,7,2,14,14,100.0,905.5,648.0,1090.8
s__Pseudomonas_E_fuscovaginae_B--RS_GCF_001293465.1,2,2,4,0,0.0,,,
s__Pseudomonas_E_glycinae--RS_GCF_001594225.2,6,3,18,18,100.0,1291.0,168.0,1708.7
s__Pseudomonas_E_hamedanensis--RS_GCF_014268595.2,6,3,18,18,100.0,802.5,477.0,1523.1
s__Pseudomonas_E_hydrolytica--RS_GCF_021495345.1,9,3,27,27,100.0,1075.0,650.0,1352.8
s__Pseudomonas_E_inefficax--RS_GCF_900277125.1,12,4,48,4,8.3,89.5,88.0,89.5
s__Pseudomonas_E_izuensis--RS_GCF_009861505.1,6,3,18,0,0.0,,,
s__Pseudomonas_E_jessenii--RS_GCF_002236115.1,7,3,21,4,19.0,457.5,456.0,457.5
s__Pseudomonas_E_kermanshahensis--RS_GCF_014269205.2,6,4,24,12,50.0,413.0,107.0,1014.8
s__Pseudomonas_E_khavaziana--RS_GCF_019145205.1,6,3,18,0,0.0,,,
s__Pseudomonas_E_kilonensis--RS_GCF_001269885.1,4,4,16,0,0.0,,,
s__Pseudomonas_E_koreensis--RS_GCF_012986595.1,6,3,18,0,0.0,,,
s__Pseudomonas_E_koreensis_A--RS_GCF_018138145.1,8,2,16,16,100.0,1739.0,596.0,2342.4
s__Pseudomonas_E_kribbensis--RS_GCF_003352185.1,6,3,18,18,100.0,1476.0,924.0,2107.7
s__Pseudomonas_E_laurylsulfatiphila--RS_GCF_002934665.1,4,3,12,0,0.0,,,
s__Pseudomonas_E_lini--RS_GCF_001042905.1,3,3,9,0,0.0,,,
s__Pseudomonas_E_mandelii_B--RS_GCF_002251635.1,5,3,15,0,0.0,,,
s__Pseudomonas_E_marginalis_D--RS_GCF_024169655.1,8,4,32,32,100.0,1389.5,416.0,2030.8
s__Pseudomonas_E_marvdashtae--RS_GCF_014268655.2,7,3,21,15,71.4,1318.0,1029.0,1419.3
s__Pseudomonas_E_monsensis--RS_GCF_014268495.2,9,3,27,27,100.0,1318.0,655.0,1693.6
s__Pseudomonas_E_moorei--RS_GCF_008801475.1,3,3,9,0,0.0,,,
s__Pseudomonas_E_moraviensis_A--RS_GCF_900105805.1,10,2,20,20,100.0,1214.5,728.0,1254.9
s__Pseudomonas_E_moraviensis_B--RS_GCF_004358055.1,9,2,18,0,0.0,,,
s__Pseudomonas_E_ovata--RS_GCF_003131185.1,10,1,10,0,0.0,,,
s__Pseudomonas_E_parafulva_A--RS_GCF_000800255.1,8,3,24,24,100.0,1225.5,514.0,1556.3
s__Pseudomonas_E_paraglycinae--RS_GCF_021601625.1,6,3,18,0,0.0,,,
s__Pseudomonas_E_paraversuta--RS_GCF_904063065.1,5,2,10,3,30.0,515.0,514.0,515.0
s__Pseudomonas_E_peradeniyensis--RS_GCF_014268935.2,7,4,28,10,35.7,683.5,430.0,667.9
s__Pseudomonas_E_pharyngis--RS_GCF_021602345.1,6,3,18,0,0.0,,,
s__Pseudomonas_E_promysalinigenes--RS_GCF_014269025.2,9,2,18,18,100.0,2342.0,999.0,2097.1
s__Pseudomonas_E_prosekii--RS_GCF_900105155.1,2,3,6,6,100.0,1435.5,796.0,1368.2
s__Pseudomonas_E_putida_E--RS_GCF_016406145.1,6,3,18,18,100.0,1459.5,115.0,1760.2
s__Pseudomonas_E_putida_Q--RS_GCF_000498395.2,15,3,45,45,100.0,734.0,238.0,957.3
s__Pseudomonas_E_putida_R--RS_GCF_000708715.2,16,4,64,0,0.0,,,
s__Pseudomonas_E_putida_U--RS_GCF_004357765.1,10,3,30,0,0.0,,,
s__Pseudomonas_E_reinekei--RS_GCF_001945365.1,11,4,44,0,0.0,,,
s__Pseudomonas_E_seleniipraecipitans--RS_GCF_900102335.1,10,2,20,0,0.0,,,
s__Pseudomonas_E_sichuanensis--RS_GCF_003231305.1,5,3,15,0,0.0,,,
s__Pseudomonas_E_siliginis--RS_GCF_019145195.1,13,3,39,0,0.0,,,
s__Pseudomonas_E_sp000282315--RS_GCF_000282315.2,3,3,9,0,0.0,,,
s__Pseudomonas_E_sp000282415--RS_GCF_020423045.1,2,3,6,6,100.0,1311.5,760.0,1317.8
s__Pseudomonas_E_sp000282475--RS_GCF_000282475.1,3,3,9,0,0.0,,,
